"","cocktails_name","ingredient_1","ingredient_2","ingredient_3","ingredient_4","ingredient_5","ingredient_6","ingredient_7","ingredient_8","ingredient_9","ingredient_10","ingredient_11","ingredient_12","abv","volume(ml)"
"683","Nutty Irishman","Irish Cream Liqueur:15.0","Frangelico:15.0","","","","","","","","","","",17.9,30
"684","Nutty Martini","Vodka:50.0","Frangelico:20.0","Sugar Syrup:1.0(teaspoon)","","","","","","","","","",31.6,75
"685","Oatmeal Cookie","Butterscotch Schnapps:20.0","Irish Cream Liqueur:20.0","Jagermeister:1.0(splash)","Cinnamon Schnapps:1.0(splash)","","","","","","","","",23.2,52
"686","Obituary Cocktail","Gin:50.0","Dry Vermouth:5.0","Absinthe:5.0","","","","","","","","","",42.1,60
"687","October Screwdriver","Blavod Black vodka:75.0","Orange Juice:75.0","","","","","","","","","","",19.9,150
"688","Old Cuban","Light Rum:37.5","Dark Rum:12.5","Lime Juice:20.0","Sugar Syrup:12.5","8 Mint Leaves","Old-Fashioned Bitters:1.0(dash)","Top-Up Champagne.","","","","","",23.9,83
"689","Old Etonian","Gin:37.5","Lillet blanc:37.5","Crème de Noyaux:2.0(dash)","Orange Bitters:2.0(dash)","","","","","","","","",28,79
"691","Old Lay","Gold Tequila:30.0","Triple Sec:20.0","Lime Juice:1.0(splash)","Grenadine Syrup","","","","","","","","",35.1,56
"692","Old Pal","Canadian whiskey:25.0","Dry Vermouth:25.0","Campari:25.0","","","","","","","","","",34.7,75
"693","One Balled Dictator","Liebfraumilch:100.0","Champagne:20.0","1 Cinnamon Ball","","","","","","","","","",11.1,120
"694","Orange  Julius","Orange Juice:1.0(cup)","Milk:50.0","Vanilla Extract:1.0(teaspoon)","Sugar:2.0(tablespoon)","1 scoop Vanilla Ice Cream","","","","","","","",1.4,121
"695","Orange Blossom","Gin:20.0","Sweet Vermouth:20.0","Orange Juice:20.0","","","","","","","","","",19,60
"697","Orange Margarita","Tequila:37.5","Triple Sec:12.5","Lime Juice:1.0(dash)","scoop of Orange Sherbert","Orange Slice","","","","","","","",38.5,51
"698","Orange Martini","Gin:50.0","Triple Sec:12.5","Dry Vermouth:12.5","Orange Bitters:1.0(dash)","Orange Twist","","","","","","","",39.1,76
"700","Orange Tundra","Vodka:25.0","Coffee Liqueur:25.0","Orange Juice:25.0","Cream Soda:25.0","","","","","","","","",19.8,100
"702","Oriental","Rye Whiskey:37.5","Sweet Vermouth:20.0","Triple Sec:20.0","Lime Juice:12.5","Cherry","","","","","","","",33.8,90
"703","Painkiller","Dark Rum:50.0","Coconut Cream:25.0","Pineapple Juice:100.0","Orange Juice:25.0","Orange Wheel","","","","","","","",10,200
"704","Paloma","Tequila:50.0","Pink Grapefruit Juice:27.5","Sugar Syrup:20.0","Lime Juice:10.0","Pink Grapefruit wedge","","","","","","","",18.4,108
"705","Pamoyo","Gin:10.0","Lemonade:10.0","Grape Juice:10.0","","","","","","","","","",12.9,30
"706","Pamplemousse","Sparling Wine:90.0","Red Grapefruit Liqueur:10.0","","","","","","","","","","",11.5,100
"707","Panama","Cognac:50.0","White Crème de Cacao:50.0","Cream:50.0","","","","","","","","","",21.5,150
"708","Pancho Villa","Light Rum:25.0","Gin:25.0","Apricot Brandy:25.0","Cherry Brandy:12.5","Pineapple Juice:100.0","Mineral Water:25.0","","","","","","",15.8,212
"709","Paradise","Gin:35.0","Apricot Brandy:20.0","Orange Juice:15.0","","","","","","","","","",29.6,70
"710","Parisian Blond","Rum:25.0","Orange Curacao:25.0","Heavy Cream:25.0","Vanilla Extract","","","","","","","","",19.7,75
"711","Park Avenue Cocktail","Gin:50.0","Sweet Vermouth:20.0","Pineapple Juice:20.0","Triple Sec:5.0","","","","","","","","",26.7,95
"712","Passbour Cooler","Bourbon Whiskey:37.5","Cherry Brandy:20.0","Cranberry Juice:75.0","2 Passion Fruit","","","","","","","","",17.2,132
"713","Passion Cocktail","Gold Tequila:50.0","Cranberry Juice:75.0","Lime Juice:25.0","Grand Marnier:50.0","Lime Slice","","","","","","","",19.9,200
"714","Passion Fruit Caipirinha","Cachaca:50.0","Sugar Syrup:20.0","1 passion fruit","1 whole quartered Lime","","","","","","","","",33.8,70
"715","Passion Fruit Daiquiri","Bacardi Rum:25.0","Passoa:25.0","Lime Juice:25.0","Sugar Syrup:12.5","1 Passion Fruit","","","","","","","",16.9,88
"716","Passion Fruit Martini","Gin:50.0","Triple Sec:12.5","Lemon Juice:5.0","Sugar Syrup:12.5","Water:12.5"," 2 Passion Fruits","","","","","","",26.7,92
"717","Passion Fruit Sangria","Sweet White Wine:1.0(bottle)","Passionfruit Juice:2.0(cup)","Pineapple Juice:2.0(cup)","Ginger Ale:1.0(cup)","1 Lemon","1 Orange and 1 Lime all cut into wedges","","","","","","",8.3,933
"718","Passion Fruit Vodkatini","Vodka:50.0","Sugar Syrup:12.5","1 passion fruit","","","","","","","","","",31.5,62
"719","Passion Punch","Light Rum:50.0","Dark Rum:25.0","Orange Juice:25.0","Sugar Syrup:12.5","2 Passion Fruit","","","","","","","",26.4,112
"720","Patriot Sangria","White Wine:1.0(bottle)","Limoncello:50.0","Blueberries:1.0(cup)","Strawberries:1.0(cup)","Sugar:0.3333333333333333(cup)","Ginger Ale:2.0(cup)","","","","","","",9.8,959
"721","Peach Batida","Cachaca:50.0","Peach Puree:50.0","Lime Juice:20.0","Condensed Milk:25.0","Lime Wheel","","","","","","","",16.4,145
"722","Peach Cosmopolitan","Citrus Vodka:40.0","Peach Schapps:15.0","Lime Juice:15.0","Peach Juice:30.0","Lime wedge","","","","","","","",19.4,100
"723","Peach Julius","Fresh Peach Juice:1.0(cup)","Milk:50.0","Vanilla Extract:1.0(teaspoon)","Sugar:1.0(tablespoon)","1 scoop Vanilla Ice-Cream","","","","","","","",1.6,106
"724","Peach Long Island","Gin:25.0","Vodka:25.0","Peach Schnapps:25.0","White Rum:25.0","Triple Sec:25.0","Lemon Juice:35.0","Gomme syrup:50.0","Coke:1.0(splash)","","","","",21.2,216
"725","Peach Margarita","Tequila:37.5","Triple Sec:5.0","Peach Schnapps:5.0","Lime Juice:5.0","1 Skinned and Pitted Peach","","","","","","","",34,52
"726","Peach Mojito","Light Rum:50.0","Peach Puree:20.0","Lime Juice:20.0","Sugar Syrup:12.5","12 Mint Leaves","Top-Up Soda Water","Mint Sprig","","","","","",19.3,102
"727","Peach Pomegranate Holiday Martini","Pomegranate Vodka:25.0","Peach Schnapps:20.0","Orange Juice:25.0","Lemon Juice:1.0(splash)","Ground Cinnamon","Granulated Sugar","","","","","","",11.8,76
"728","Pear and Cardamom Sidecar","Xante:25.0","Triple-Sec:25.0","Lemon Juice:25.0","3 Cardamoms","","","","","","","","",17.4,75
"729","Pear and Elderflower Martini","Vodka:50.0","Pear Juice:50.0","Elderflower Cordial:5.0","Sugar Syrup:5.0","","","","","","","","",18,110
"731","Pegu","Gin:37.5","Triple Sec:20.0","Bitters:1.0(dash)","Orange Bitters:1.0(dash)","Lime Juice:1.0(teaspoon)","Lime twist","","","","","","",36,64
"732","Peppermint Froth","Premium Vodka:37.5","Peppermint Schnapps:25.0","Simple Syrup:12.5","Cream:12.5","Candy Cane","","","","","","","",31.1,88
"733","Peppermint Kiss","Melon Liqueur:25.0","Vodka:25.0","Pineapple Juice:75.0","Lemon Juice:5.0","Peppermint Schnapps:5.0","6 Basil Leaves gently torn","Raspberry","","","","","",13.1,135
"734","Perfect Manhattan","Rye Whiskey:50.0","Sweet Red Vermouth:10.0","Dry Vermouth:10.0","Angostura Bitters:1.0(dash)","","","","","","","","",44.1,71
"735","Perfect Storm","Grand Marnier:37.5","Lime Juice:12.5","Ginger Beer:75.0","3 drops Angostura Bitters","Lime Wedge","","","","","","","",17.3,125
"737","Phil Collins","Lemon-Lime Soda:100.0","Freshly Squeezed Lemon Juice:50.0","Sugar Syrup:1.0(drizzle)","Soda Water:1.0(splash)","","","","","","","","",0,157
"738","Pina Colada","White Rum:50.0","Pineapple Juice:100.0","Coconut Cream:25.0","Cream:25.0","Pineapple Slice","pinch of Salt","","","","","","",10,200
"739","Pina Martini","Vodka:50.0","Pineapple Juice:45.0","Lime Juice:5.0","Sugar Syrup:1.0(dash)","","","","","","","","",19.6,101
"740","Pineapple Mojito","Rum:75.0","Triple Sec:25.0","Pineapple Juice:25.0","2 slices Pineapple","4 Lime Wedges","6 Mint Leaves","Mint Sprig","","","","","",31.7,125
"741","Pineapple Punch","Light Rum:37.5","Dark Rum:12.5","Triple Sec:12.5","Almond Sugar Syrup:5.0","Lime Juice:12.5","Pineapple Juice:75.0","","","","","","",16,155
"742","Pineapple Sangria","White Wine:1.0(bottle)","Coconut Rum:75.0","Ginger Ale:4.0(cup)","Sugar:0.25(cup)","1 Orange and 1 Lemon sliced into wedges","1 Diced Pineapple","","","","","","",10.2,980
"743","Pink Campari","Campari:25.0","Rye Whisky:25.0","5 Fresh Raspberries","Pear Juice:1.0(splash)","Cranberry Juice:1.0(splash)","Sweet and Sour Mix:1.0(splash)","Lime Twist","","","","","",26,68
"744","Pink Elephant","Amarula Cream:37.5","Chocolate Liqueur:25.0","Raspberry Puree:75.0","Merlot:50.0","Heavy Cream:75.0","","","","","","","",7.4,262
"746","Pink Gin","Gin:25.0","Angostura Bitters:3.0(dash)","","","","","","","","","","",39.1,28
"747","Pink Grapefruit Margarita","Tequila:50.0","Pink Grapefruit Juice:25.0","Lime Juice:12.5","Sugar Syrup:5.0","Lime Wheel","","","","","","","",21.4,92
"748","Pink Honey Martini","Honey Liqueur:25.0","Vodka:25.0","Cranberry Juice:1.0(splash)","Sweet and Sour Mix:1.0(dash)","","","","","","","","",32.4,57
"749","Pink Lady","Gin:37.5","Applejack:20.0","Lemon Juice:5.0","Grenadine Syrup:2.0(dash)","1 Egg White","1 Maraschino Cherry","","","","","","",27.5,64
"750","Pink Russian","Milk:90.0","Crème de Cassis:10.0","","","","","","","","","","",1.5,100
"751","Pink Squirrel","White Crème de Cacao:20.0","Crème de Noyaux:20.0","Cream:37.5","","","","","","","","","",16.6,78
"752","Pinky Pincher","Bourbon Whiskey:50.0","Orange Juice:37.5","Lemon Juice:25.0","Orgeat Syrup:12.5","Simple Syrup:12.5","","","","","","","",14.4,138
"753","Pirates Treasure","Goldschlager:20.0","Spiced Rum:20.0","","","","","","","","","","",38.3,40
"754","Pisco Sour","Pisco:50.0","Simple Syrup:12.5","Lime Juice:25.0","Egg White:1.0(splash)","Lime wedge","","","","","","","",20.8,93
"756","Planters Punch","Dark Rum:50.0","Lime Juice:30.0","Grenadine Syrup:10.0","Sugar Syrup:15.0","Soda Water:1.0(splash)","Angostura Bitters:2.0(dash)","","","","","","",18.3,113
"757","Playa Del Mar","Tequila:25.0","Triple Sec:12.5","Cranberry Juice:25.0","Pineapple Juice:20.0","Lime Juice:12.5","Sugar Syrup:5.0","","","","","","",14.9,100
"758","Plum & Vanilla Fizz","Gin:37.5","Double Cream:25.0","Plum and Vanilla Purée:25.0","Lemon Juice:12.5","Full Egg White","Soda:1.0(dash)","","","","","","",14.7,101
"759","Poinsettia","Triple Sec:12.5","Champagne","Cranberry Juice:75.0","","","","","","","","","",5.6,88
"760","Polar Bear Cooler","Dark Rum:50.0","Red Vermouth:25.0","Lime Juice:25.0","Lemon-Lime Soda:90.0","","","","","","","","",12.4,190
"762","Polar Bear in Blizzard","White Crème de Cacao:25.0","Peppermint Schnapps:25.0","Vodka:25.0","","","","","","","","","",37.8,75
"763","Polished Princess","Vanilla Vodka:37.5","5 Cranberries","pinch Pumpkin Spice","Lemon Juice:12.5","Simple Syrup:20.0","1 Egg White","","","","","","",18.5,70
"766","Pomegranate Poinsettia","Pomegranate Liqueur:25.0","Orange-Flavoured Liqueur:25.0","Orange Juice:25.0","Champagne:75.0","","","","","","","","",15.5,150
"767","Pompanski Martini","Vodka:45.0","Triple Sec:12.5","Grapefruit Juice:37.5","Sugar Syrup:5.0","Dry Vermouth:1.0(dash)","","","","","","","",22.9,101
"768","Pomspresso Tini","Espresso Vodka:50.0","Pomegranate Juice:25.0","Lime Juice:1.0(splash)","Angostura Bitters:2.0(dash)","","","","","","","","",15.9,83
"769","Pontberry Martini","Vodka:37.5","Crème de Mure:12.5","Cranberry Juice:50.0","3 Blackberries","","","","","","","","",16.8,100
"770","Popper","Tequila:25.0","Ginger Ale:25.0","","","","","","","","","","",22.7,50
"771","Porch Crawler","Vodka:400.0","Rum:400.0","Light-Tasting Beer:10.0(can)","Frozen Lemonade Concentrate:1.0(can)","","","","","","","","",9.7,3300
"772","PornStar","Blue Curacao:15.0","Raspberry Liqueur:15.0","","","","","","","","","","",27.3,30
"773","Porto Flip","Brandy:15.0","Port:40.0","Egg Yolk:10.0","","","","","","","","","",25.8,65
"774","Prairie Fire","Tequila:25.0","couple of drops of Tabasco","","","","","","","","","","",38.5,25
"775","Presbyterian","Scotch Whiskey:50.0","Ginger Ale:50.0","Soda Water:50.0","","","","","","","","","",15.4,150
"776","Prince of Wales","Cherry Brandy:15.0","Lemon Juice:15.0","1 Strawberry","Sugar:1.0(teaspoon)","top-up of Champagne","","","","","","","",16.7,35
"777","Problem Solver","Rye Whiskey:50.0","Cherry Heering:12.5","Benedictine:5.0","Fernet Branca (to rinse glass)","Orange Twist","","","","","","","",44.5,68
"780","Purple Hooter","Vodka:50.0","Black Raspberry Liqueur:12.5","Lime Juice:12.5","","","","","","","","","",29,75
"781","Purple Turtle","Gin:10.0","Tequila:10.0","Blue Curacao:10.0","","","","","","","","","",38.7,30
"782","Purple Viking","Peach Liqueur:25.0","Blue Curacao Liqueur:25.0","Blueberry Liqueur:25.0","Sloe Gin:25.0","Lime Juice:1.0(splash)","Sour Mix:1.0(splash)","Lemon-Lime Soda:1.0(splash)","","","","","",20,118
"783","Quentao","Cachaca:100.0","Water:100.0","Sugar to taste","Peel of 2 Oranges and a Lime","Cloves and Cinnamon to taste","","","","","","","",23.9,200
"784","Rabo-de-Galo","Cachaca:20.0","Vermouth:10.0","","","","","","","","","","",36.8,30
"785","Ramos Gin Fizz","Gin:50.0","Double Cream:25.0","1 Egg White","Lemon Juice:15.0","Lime Juice:15.0","Sugar Syrup:20.0","4 drops Orange Flower Water","Soda Water:1.0(splash)","Lemon Zest Twist","","","",15.2,131
"786","Raspberry Bellini","Leblon Cachaca:50.0","6 Raspberries","Lime Juice:1.0(dash)","Superfine Sugar:2.0(teaspoon)"," top with Champagne","","","","","","","",34.8,61
"787","Raspberry Caipirinha","Leblon Cachaca:50.0","6 Raspberries","Lime Juice:1.0(dash)","Superfine Sugar:1.0(tablespoon)","","","","","","","","",32.2,66
"788","Raspberry Cobbler","Vodka:50.0","Cranberry Juice:37.5","Vanilla Sugar Syrup:12.5","Lemon Juice:12.5","8 Raspberries","","","","","","","",17.6,112
"790","Raspberry Cosmopolitan","Citron Vodka:25.0","Triple Sec:25.0","Cranberry Juice:37.5","6 Raspberries","","","","","","","","",22.6,88
"791","Raspberry Daiquiri","Light Rum:50.0","Lime Juice:25.0","2 spoons Caster Sugar","6 Raspberries","","","","","","","","",26.3,75
"792","Raspberry Lemonade Sangria","White Wine:1.0(bottle)","Lemon-Lime Soda:300.0","Lemonade:300.0","2 Sliced Lemons","1 pint of Raspberries","Sugar:0.3333333333333333(cup)","","","","","","",5.5,1362
"793","Raspberry Margarita","Tequila:37.5","Triple Sec:25.0","Lime Juice:25.0","Raspberries:0.5(cup)","","","","","","","","",23.4,106
"794","Raspberry Martini","Vodka:65.0","Sugar Syrup:12.5","12 Raspberries","","","","","","","","","",33.1,78
"795","Raspberry Mojito","White Rum:50.0","Raspberry Liqueur:15.0","Lime Juice:25.0","Soda Water:35.0","2 Bar Spoons Superfine Sugar","5 Raspberries","8 Mint Leaves","","","","","",17.8,125
"797","Raspberry Ripple","Raspberry Vodka:25.0","Vanilla Vodka:25.0","Sugar Syrup:12.5","Half & Half:50.0","6 Raspberries","","","","","","","",17.6,112
"798","Raspberry Truffle","Premium Vodka:25.0","Coffee Liqueur:20.0","Chambord:20.0","Fresh Whipped Cream","","","","","","","","",32.3,65
"799","Rasputin","Raspberry Vodka:50.0","Cranberry Juice:70.0","Grapefruit Juice:37.5","","","","","","","","","",11,158
"800","Red Beer","Beer:350.0","Tomato Juice:50.0","Salt to taste","","","","","","","","","",3.9,400
"801","Red Cloud","Gin:37.5","Apricot Brandy:20.0","Lemon Juice:12.5","Grenadine Syrup:5.0","","","","","","","","",28.9,75
"802","Red Corvette","Melon Liqueur:30.0","Hazelnut Liqueur:30.0","4 Strawberries","","","","","","","","","",20.2,60
"803","Red Lotus","Vodka:37.5","Lychee Liqueur:37.5","Cranberry juice:25.0","","","","","","","","","",22.6,100
"804","Red Sea Sunrise","Lemonade:45.0","Orange Juice:45.0","Pineapple Juice:45.0","Grenadine Syrup:15.0","Orange Slice","","","","","","","",0,150
"806","REDRUM","Mekhong:60.0","1/2 cap Rose Syrup","6 Brandy Cherries","Egg Whites:25.0","Lime Juice:12.5","Simple Syrup:12.5","Sprinkle Nutmeg","Rose Petal","","","","",18.9,110
"807","Reno","Grapefruit Juice:50.0","Lime Juice:25.0","Grenadine Syrup:12.5","Sugar:1.0(teaspoon)","","","","","","","","",0,92
"808","Resolution Martini","Gin:75.0","Apricot Brandy:25.0","Lemon juice:12.5","","","","","","","","","",34.1,112
"810","Rhett Butler","Southern Comfort:50.0","Orange Curacao:12.5","Lime Juice:12.5","Lemon Juice:12.5","Lemon Twist","","","","","","","",22.6,88
"811","Rimbauds Left Hand","Absinthe:20.0","Benedictine:20.0","Orange Liqueur:20.0","Lemon juice:20.0","Pineapple Juice:20.0","1 Egg White","Rose Water","","","","","",30.5,100
"812","Ripley","Citron Vodka:25.0","Triple Sec:25.0","Lemon Juice:12.5","Sugar Syrup:5.0","12 Raspberries","","","","","","","",29.2,68
"813","Roasted Toasted Almond","Vodka:25.0","Coffee Liqueur:25.0","Amaretto:25.0","Cream","","","","","","","","",35.5,75
"814","Roasted Toasty","Cinnamon Schnapps:10.0","Amaretto:10.0","Coffee Liqueur:10.0","","","","","","","","","",36,30
"815","Rob Burns","Scotch whiskey:50.0","Sweet Vermouth:20.0","Orange Bitters:1.0(dash)","Absinthe:1.0(dash)","","","","","","","","",33.4,72
"816","Rob Roy","Scotch Whisky:50.0","Sweet Red Vermouth:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",33.4,71
"817","Rock Lobster","Coconut Rum:25.0","Banana Liqueur:12.5","Grenadine Syrup:1.0(dash)","1/2 ripe banana","Pineapple Juice:1.0(dash)","Orange Juice:1.0(dash)","Dark Rum to top","","","","","",20.3,40
"818","Ron Collins","Rum:50.0","Lemon Juice:25.0","Sugar Syrup:1.0(drizzle)","Soda Water:1.0(splash)","","","","","","","","",24.1,82
"820","Rosabel","Sweet Vermouth:20.0","Crème de Cassis:20.0","Prosecco:1.0(splash)","","","","","","","","","",15.6,46
"821","Rose","Gin:37.5","Dry Vermouth:12.5","Cherry Brandy:12.5","","","","","","","","","",39.4,62
"822","Rose & Berry Sangria","Rose Wine:1.0(bottle)","Ginger Ale:4.0(cup)","sliced Strawberries:1.0(cup)","Raspberries:1.0(cup)","sugar:0.3333333333333333(cup)","1 Sliced Lemon","","","","","","",7.8,982
"823","Rose Kennedy Cocktail","Vodka:30.0","Soda:30.0","Cranberry juice:1.0(splash)","1 Lemon Wedge","","","","","","","","",17.9,66
"824","Rose Royce","Vodka:25.0","Rose Syrup:8.0","Simple Syrup:8.0","Lime Juice:15.0","Angostura Bitters:1.0(dash)","1/2 glass Champagne","Thyme Sprig","","","","","",18,57
"825","Rosemary","Bourbon Whiskey:37.5","Dry Vermouth:37.5","Rosemary Sprig","","","","","","","","","",39.5,75
"826","Rosemary Mac","Scotch Whiskey:37.5","Sweet Red Vermouth:37.5"," Rosemary Sprig","","","","","","","","","",28.6,75
"827","Rossini","Strawberry Puree:37.5","Top-Up Champagne","","","","","","","","","","",0,38
"828","Rosy Dawn","Gin:20.0","Cherry Brandy:20.0","Triple Sec:20.0","Lime Juice:20.0","Cherry","","","","","","","",29.6,80
"830","Rourou","Pastis:25.0","Strawberry Syrup:10.0","","","","","","","","","","",31.2,35
"831","Roy Rogers","cola:150.0","Grenadine Syrup:5.0","Maraschinio Cherry","","","","","","","","","",0,155
"832","Royal Arrival","Gin:50.0","Creme de Noyaux:12.5","Kummel:12.5","Lemon Juice:12.5","Egg White:1.0(dash)","Vegetable Extract:1.0(dash)","","","","","","",30.3,89
"833","Royal Bermuda","Gold Barbados Rum:50.0","Triple Sec:5.0","Falernum:20.0","Lime Juice:25.0","","","","","","","","",25.3,100
"834","Royal Duchess","Champagne:100.0","Pomegranate Juice:50.0","","","","","","","","","","",8.1,150
"835","Royal Hawaiian","Gin:37.5","Pineapple Juice:25.0","Lemon Juice:25.0","Orgeat Syrup:5.0","Simple Syrup:12.5","Lemon Slice","Mint Leaves","","","","","",14.2,105
"836","Royal Manhattan","Crown Royal Canadian Whiskey:50.0","Sweet Red Vermouth:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",33.4,71
"837","Royal Smash","Royal Combier:50.0","4 chunks Fresh Lemon","6 Mint Leaves","","","","","","","","","",37.3,50
"838","Royal Widow","Crown Royal whiskey:30.0","Amaretto:30.0","","","","","","","","","","",33.4,60
"839","Rubus","Vodka:50.0","Triple Sec:12.5","Orange Juice:37.5","Sugar Syrup:12.5","Orange Bitters:2.0(dash)","7 Raspberries","","","","","","",21.8,114
"840","Ruby Manhattan","Rye Whiskey:50.0","Port:20.0","Angostura Bitters:1.0(dash)","","","","","","","","","",41.6,71
"841","Ruby Martini","Citron Vodka:1.0(shot)","Triple Sec:1.0(shot)","Pink Grapefruit Juice:1.5(shot)","Sugar Syrup:0.25(shot)","Lemon Wheel","","","","","","","",21.2,166
"842","Ruby Negroni","Gin:25.0","Campari:12.5","Tawny Port:12.5","Raspberry Syrup:5.0","Prosecco:75.0","Raspberry","","","","","","",18.4,130
"843","Rum Bongo","Rum:37.5","Apricot Brandy:12.5","Guava Juice:50.0","Mango Juice:50.0","Orange Juice:50.0","Lime Juice:12.5","Passion Fruit Syrup:12.5","Orange Slice","Cherry","","","",8.6,225
"844","Rum Cocktail","Light Rum:50.0","Lime Juice:12.5","Grenadine Syrup:5.0","Sugar Syrup:1.0(dash)","","","","","","","","",28.8,68
"845","Rum Punch","Light Rum:2.0(shot)","Orange Juice:3.0(shot)","Lime Juice:1.0(shot)","Sugar Syrup:0.5(shot)","Top-Up Lemonade","","","","","","","",12.3,288
"846","Rum Runner","Aged Rum:37.5","White Rum:20.0","Creme de Banane:12.5","Creme de Mure:12.5","Pineapple Juice:15.0","Orange Juice:15.0","Orange slice","","","","","",27,112
"848","Russell Collins","Jagermeister:30.0","Lemon Juice:15.0","Sugar Syrup:1.0(drizzle)","Soda Water:1.0(splash)","","","","","","","","",19.9,52
"849","Russian Quaalude","Hazelnut Liqueur:25.0","Irish Cream Liqueur:25.0","Vodka:25.0","","","","","","","","","",25.3,75
"850","Russian Spring Punch","Vodka:25.0","Black Raspberry Liqueur:5.0","Lemon Juice:25.0","Sugar Syrup:5.0","Top-Up Champagne","Mixed Berries","","","","","","",17.7,60
"851","Russian Sunrise","Vodka:45.0","Orange Juice:90.0","Grenadine Syrup:15.0","Orange Slice","","","","","","","","",11.9,150
"852","Rusty Nail","Scotch Whisky:50.0","Whiskey Liqueur:25.0","","","","","","","","","","",39.5,75
"853","Sabai Sabai","Mekhong:37.5","Lemon Juice:37.5","Simple Syrup:20.0","pinch of  Sweet Thai Basil","Soda Water","","","","","","","",13.7,95
"854","Sage Lady","Mango Vodka:37.5","3 Sage Leaves","3 slices of Cucumber","Simple Syrup:25.0","Triple Sec:12.5","Peach Bitters:1.0(dash)","","","","","","",26,76
"855","Saigon Cooler","Gin:50.0","Black Raspberry Liqueur:12.5","Cranberry Juice:75.0","Lime Juice:20.0","8 Raspberries","","","","","","","",13.9,158
"856","Sake Bomb","Beer:565.0","Sake:25.0","","","","","","","","","","",5,590
"857","Sake Screwdriver","Sake:50.0","Orange Juice:150.0","","","","","","","","","","",4,200
"858","Saketini","Gin:70.0","Sake:5.0","Olive","","","","","","","","","",37.9,75
"859","Salty Dog","Vodka:50.0","Dry Sherry:20.0","Grapefruit Juice:37.5","Sugar Syrup:15.0","Salt","Grapefruit Zest","","","","","","",19.1,122
"860","Sangria","Red Wine:1.0(bottle)","Brandy:25.0","Ginger Ale:2.0(cup)","Sugar:2.0(tablespoon)","1 Lemon cut into wedges","1 Orange cut into wedges","","","","","","",15,878
"861","Santa Shot","Green Crème de Menthe:20.0","Peppermint Schnapps:20.0","Grenadine Syrup:20.0","","","","","","","","","",24.6,60
"862","Saratoga Brace Up","Brandy:50.0","Absinthe:2.0(dash)","Lemon Juice:4.0(dash)","Angostura Bitters:2.0(dash)","Simple Syrup:1.0(teaspoon)","1  Egg","Soda Water","","","","","",50.9,62
"863","Satans Whiskers","Gin:25.0","Grand Marnier:12.5","Dry Vermouth:25.0","Sweet Vermouth:25.0","Orange Juice:25.0","Orange Bitters:2.0(dash)","","","","","","",25.7,114
"864","Saturn","Gin:37.5","Passion Fruit Syrup:5.0","Falernum:5.0","Orgeat Syrup:5.0","Lemon Juice:15.0","Lemon Wheel","Mint","","","","","",23.2,68
"865","Savoy Affair","Peach Brandy:25.0","Fraise de Bois Liqueur:25.0","Lime Juice:25.0","Passion Fruit Juice:25.0","Top-Up Champagne","","","","","","","",11.4,100
"866","Savoy Corpse Reviver","Brandy:25.0","Fernet Branca:25.0","white Crème de Menthe:25.0","","","","","","","","","",32.6,75
"867","Sazerac","Rye Whiskey:50.0","Absinthe:5.0"," Peychauds Bitters:3.0(dash)","Sugar Cube","Lemon Peel","","","","","","","",49.7,58
"869","Scooby Snack","Coconut Rum:12.5","Crème de Banane:12.5","Melon Liqueur:12.5","Pineapple Juice:12.5","Whipped Cream:37.5","","","","","","","",9.5,88
"870","Scorpion","Brandy:20.0","Light Rum:20.0","Dark Rum:20.0","Triple Sec:5.0","Orange Juice:37.5","juice of half a Lime","Lime wedge","","","","","",29,102
"872","Screaming Orgasm","Vodka:25.0","Irish Cream Liqueur:37.5","Coffee Liqueur:12.5","","","","","","","","","",28.1,75
"873","Screaming Viking","Vodka:50.0","Dry Vermouth:25.0","Lime Juice:25.0","Celery Stalk","Cucumber Spear","","","","","","","",29.7,100
"874","Screw-Up","Vodka:50.0","Orange Juice:100.0","Lemon - Lime Soda:1.0(splash)","","","","","","","","","",12.7,156
"875","Screwdriver","Vodka:50.0","freshly squeezed Orange Juice:100.0","Lime wedge","","","","","","","","","",13.2,150
"876","Sea Breeze","Vodka:50.0","Cranberry Juice:50.0","Grapefruit Juice:37.5","Lime Slice","","","","","","","","",14.4,138
"877","Seasonal Breeze","Vodka:2.0(shot)","Cranberry Juice:3.0(shot)","Apple Juice:2.0(shot)","","","","","","","","","",11.4,311
"878","Seve Ballesteros “Al Rojo Vivo”","Rioja Crianza:150.0","PX Sherry:15.0","Apple Brandy:15.0","Seville Orange Marmalade:2.0(bar spoon)","Spanish Bitters:3.0(dash)","","","","","","","",15.5,188
"879","Seven and Seven","Seagrams Seven Crown Whisky:25.0","7-Up Soda:150.0","","","","","","","","","","",5.7,175
"882","Shamrock Shaker","Coffee Liqueur:37.5","Milk:70.0","Amaretto:12.5","Edible Green & Gold Powder","","","","","","","","",15.3,120
"884","Shamrocked","Melon Liqueur:50.0","Irish Whiskey:12.5","Irish Cream Liqueur:12.5","","","","","","","","","",23.2,75
"885","Sherron Collins","Gin:30.0","Lemon Juice:15.0","Sugar Syrup:1.0(drizzle)","Soda Water:1.0(splash)","Orange Juice:1.0(splash)","","","","","","","",20.4,58
